title,original_language,release_date,popularity,vote_count,vote_average,budget,genre_names,collection_name,year_release
Vampire Vs Vampire,cn,1989-07-26,3.38,12,6.3,0.0,Action,,1989
Love Island (Fire Island),en,2022-09-30,3.38,0,0.0,0.0,Thriller,,2022
Love Bites,en,1993-01-01,3.379,13,5.1,0.0,Comedy,,1993
Fear(s) of the Dark,fr,2007-10-21,3.378,54,6.4,0.0,Animation,,2007
Curse of the Black Widow,en,1977-09-16,3.377,10,5.0,0.0,TV Movie,,1977
And Now Our Next Guest...,en,2022-10-01,3.377,0,0.0,600.0,Thriller,,2022
Against the Night,en,2017-09-15,3.375,19,4.4,0.0,Mystery,,2017
Kinatay,tl,2009-09-23,3.374,35,6.6,0.0,Crime,,2009
Teardrop,en,2022-05-11,3.374,3,2.7,0.0,Mystery,,2022
The Omega Code,en,1999-10-15,3.373,40,4.5,7200000.0,Thriller,Omega Code Series,1999
The Witch Who Came from the Sea,en,1976-02-06,3.373,47,6.0,0.0,Drama,,1976
Reel Evil,en,2012-12-03,3.373,15,3.4,0.0,Horror,,2012
Amateur Porn Star Killer 2,en,2008-05-13,3.372,14,5.4,0.0,Crime,Amateur Porn Star Killer Collection,2008
Lisa,en,1990-04-20,3.372,24,5.6,0.0,Drama,,1990
Flesh Eating Mothers,en,1988-09-16,3.371,31,4.4,10000.0,Comedy,,1988
Samurai Princess,ja,2009-05-28,3.37,17,4.2,0.0,Action,,2009
Antarctic Journal,ko,2005-05-19,3.37,37,6.0,0.0,Mystery,,2005
VHS Lives: A Schlockumentary,en,2017-01-29,3.37,5,6.4,0.0,Documentary,,2017
Night Shadows,en,1984-08-01,3.368,35,5.1,2500000.0,Science Fiction,,1984
German Angst,de,2015-01-24,3.368,59,5.7,0.0,Action,,2015
Predator: Celtic Days,en,2017-08-13,3.368,4,3.8,0.0,Science Fiction,,2017
St. John's Wort,ja,2001-01-27,3.367,15,5.0,0.0,Science Fiction,,2001
Alraune,de,1952-10-22,3.366,11,5.5,92.0,Drama,,1952
Helter Skelter,en,1976-04-01,3.366,53,7.1,0.0,Crime,,1976
I'm Dangerous Tonight,en,1990-08-08,3.366,18,4.4,0.0,Thriller,,1990
The Fiendish Plot of Dr. Fu Manchu,en,1980-08-08,3.364,24,4.7,0.0,Comedy,,1980
Supergator,en,2007-07-14,3.364,23,6.2,0.0,Horror,,2007
Darkroom,en,1989-06-06,3.364,10,4.2,0.0,Horror,,1989
Rocky Horror Show Live,en,2015-11-17,3.363,18,7.0,0.0,Comedy,,2015
Chuck Steel: Night of the Trampires,en,2018-06-12,3.363,6,6.8,0.0,Action,,2018
The Marsh,en,2006-05-18,3.362,51,5.0,9000000.0,Mystery,,2006
Golden Years,en,1991-07-16,3.362,36,6.1,0.0,Science Fiction,,1991
Santo in the Treasure of Dracula,es,1969-07-24,3.362,22,6.1,0.0,Action,,1969
Bugcrush,en,2006-01-20,3.36,21,6.4,0.0,Thriller,,2006
Moon in Scorpio,en,1987-01-01,3.36,10,3.3,0.0,Horror,,1987
Killer Bees,en,1974-02-26,3.36,13,4.1,0.0,TV Movie,,1974
Blackout,en,1985-07-28,3.36,13,5.4,0.0,Crime,,1985
Blackburn,en,2015-08-02,3.36,34,5.5,0.0,Horror,,2015
The Sight,en,2000-10-29,3.359,25,5.8,0.0,Mystery,,2000
Ruby,en,1977-06-23,3.359,21,4.0,0.0,Action,,1977
Hack-O-Lantern,en,1988-07-30,3.359,36,4.8,0.0,Horror,,1988
Insectula!,en,2015-03-13,3.359,20,6.3,0.0,Comedy,,2015
Deep Web XXX,en,2018-03-10,3.359,1,9.5,0.0,Fantasy,,2018
Virus of the Dead,en,2018-11-14,3.359,4,5.8,0.0,Action,,2018
Shallow Grave,en,1987-01-01,3.356,16,5.0,0.0,Drama,,1987
The Basement,en,2017-04-28,3.356,12,4.7,0.0,Horror,,2017
Hard Rock Zombies,en,1985-08-28,3.355,20,3.7,0.0,Comedy,,1985
Bldg. N,ja,2022-04-22,3.355,0,0.0,0.0,Horror,,2022
Bloodlust!,en,1961-09-13,3.354,22,4.3,0.0,Adventure,,1961
The Alchemist Cookbook,en,2016-03-13,3.353,38,4.7,0.0,Drama,,2016
The Corruption of Divine Providence,en,2020-05-25,3.353,0,0.0,0.0,Drama,,2020
Zombae,en,2022-02-15,3.352,3,2.7,0.0,Comedy,,2022
Hunting Grounds,en,2015-02-20,3.351,22,5.3,0.0,Horror,,2015
Deadline,en,1980-01-01,3.35,20,5.6,0.0,Action,,1980
Antibody,en,2002-12-04,3.349,27,4.3,3500000.0,Action,,2002
Sun Choke,en,2015-10-01,3.349,29,5.5,0.0,Drama,,2015
Dracula: The Impaler,en,2013-10-31,3.347,26,3.1,500000.0,Action,,2013
Behind the Wall,en,2008-08-30,3.346,19,5.2,0.0,Thriller,,2008
The Night Visitor,en,1971-02-10,3.346,35,6.2,0.0,Crime,,1971
Crawlspace,en,2013-01-03,3.344,24,5.3,0.0,Thriller,,2013
The Taking,en,2013-04-12,3.343,27,2.7,13000.0,Thriller,,2013
Boys On Film 16: Possession,en,2017-05-21,3.342,5,5.0,0.0,Animation,Boys on Film Collection,2017
Dogs of Hell,en,1982-01-01,3.341,14,4.3,0.0,Thriller,,1982
Iruttu Araiyil Murattu Kuthu,ta,2018-05-04,3.339,7,5.2,0.0,Comedy,,2018
Call Girl of Cthulhu,en,2014-05-08,3.339,23,5.7,40000.0,Comedy,,2014
FleshEater,en,1988-08-17,3.338,26,5.3,0.0,Horror,,1988
A*P*E,en,1976-07-23,3.336,17,2.9,0.0,Adventure,,1976
Lake Eerie,en,2016-01-15,3.333,53,3.8,0.0,Science Fiction,,2016
Haunted-3D,hi,2011-05-05,3.332,34,6.5,0.0,Action,,2011
Goddess of Love,en,2015-08-31,3.332,33,5.6,0.0,Drama,,2015
The Cradle,en,2007-07-31,3.331,10,4.6,0.0,Thriller,,2007
Kill Zombie!,nl,2012-02-16,3.331,34,4.6,500000.0,Comedy,,2012
Cold Wind Blowing,en,2022-03-15,3.331,3,5.7,0.0,Horror,,2022
The Bloodstained Butterfly,it,1971-09-10,3.329,38,5.9,0.0,Mystery,,1971
Clickbait,en,2019-03-15,3.328,18,4.7,0.0,Comedy,,2019
Theresa & Allison,en,2019-01-26,3.328,15,4.6,0.0,Drama,,2019
Seizure,en,1974-01-01,3.326,21,5.1,250000.0,Horror,,1974
Scanner Cop,en,1994-07-27,3.325,28,5.6,0.0,Science Fiction,Scanners Collection,1994
Night of the Bloody Apes,es,1969-02-05,3.324,43,5.6,0.0,Science Fiction,,1969
Snow White: A Deadly Summer,en,2012-03-16,3.324,21,4.3,1000000.0,Thriller,,2012
Blood River,en,2009-01-01,3.323,27,4.7,0.0,Thriller,,2009
ThanksKilling 3,en,2012-11-01,3.322,26,3.6,100000.0,Comedy,The ThanksKilling Collection,2012
Path,es,2015-10-04,3.322,31,4.5,0.0,Drama,,2015
Killer Weekend,en,2018-08-25,3.322,18,5.1,0.0,Comedy,,2018
The Rambler,en,2013-01-21,3.319,28,5.1,0.0,Drama,,2013
Kill or Be Killed,en,2016-03-01,3.319,15,4.1,0.0,Mystery,,2016
Unholy,en,2007-09-04,3.318,7,3.4,250000.0,Science Fiction,,2007
Death Weekend,en,1976-09-17,3.318,26,6.3,500000.0,Thriller,,1976
Alive,ja,2003-06-21,3.317,35,5.5,0.0,Action,,2003
Blood Feast,en,2016-08-27,3.317,20,3.9,0.0,Thriller,Blood Feast Collection,2016
The Fear of Darkness,en,2015-04-11,3.317,20,4.1,0.0,Thriller,,2015
All Light Will End,en,2018-03-24,3.316,22,5.4,0.0,Thriller,,2018
Rock 'n' Roll Nightmare,en,1987-07-10,3.315,39,4.9,53000.0,Music,,1987
Midori: The Camellia Girl,ja,2016-05-21,3.315,24,7.3,0.0,Drama,,2016
Lake of Dracula,ja,1971-06-11,3.314,22,6.8,0.0,Horror,The Bloodthirsty Trilogy,1971
Curse of the Weeping Woman: J-ok'el,es,2007-03-02,3.313,23,5.0,0.0,Thriller,,2007
Flesh for the Beast,en,2003-01-01,3.312,14,3.2,0.0,Horror,,2003
"Party Hard, Die Young",de,2018-03-22,3.311,29,4.8,0.0,Thriller,,2018
The Survivor,en,1981-07-09,3.31,23,5.3,0.0,Mystery,,1981
Patrick Still Lives!,it,1980-05-15,3.308,15,5.5,0.0,Horror,,1980
Ditch Day Massacre,en,2016-09-01,3.308,13,4.8,0.0,Horror,,2016
Missing 55 Final Break,ja,2011-10-05,3.308,3,4.3,0.0,Thriller,'Missing' Collection,2011
Broil,en,2020-10-13,3.308,11,4.9,0.0,Fantasy,,2020
Zombi Apocalipsis Sensuale 2: Zombis Nazis en la Yungla,es,2016-04-08,3.308,1,2.0,0.0,War,,2016
Lake of the Dead,no,1958-12-17,3.307,31,6.5,0.0,Drama,,1958
Killer Tongue,es,1996-11-15,3.306,29,5.3,4000000.0,Comedy,,1996
Evil Feed,en,2013-10-23,3.306,23,4.3,0.0,Action,,2013
The Werewolf,en,1956-07-01,3.305,37,5.5,0.0,Science Fiction,,1956
My Super Psycho Sweet 16,en,2009-10-15,3.304,27,6.3,1500000.0,Comedy,My Super Psycho Sweet 16 Collection,2009
Penance,en,2009-05-30,3.303,26,4.4,500000.0,Thriller,,2009
Tom Holland's Twisted Tales,en,2014-04-01,3.303,10,3.9,0.0,Horror,,2014
Uncaged,en,2016-02-06,3.302,25,4.0,0.0,Comedy,,2016
Delirium,en,2015-05-26,3.302,11,3.4,0.0,Horror,,2015
B.T.K. Killer,en,2005-06-11,3.301,11,4.1,0.0,Crime,,2005
I Am a Ghost,en,2012-10-14,3.301,33,5.4,0.0,Drama,,2012
Beauty Water,ko,2020-09-09,3.301,22,5.7,0.0,Animation,,2020
Paganini Horror,it,1989-06-06,3.299,35,4.2,0.0,Music,,1989
Lost Time,en,2014-09-19,3.298,27,3.3,0.0,Science Fiction,,2014
Dark,en,2015-10-17,3.298,28,3.8,400000.0,Drama,,2015
The Onania Club,en,2020-04-24,3.298,1,10.0,0.0,Drama,,2020
Combat Shock,en,1986-05-01,3.297,51,6.3,40000.0,Drama,,1986
The Blackwell Ghost 5,en,2020-10-02,3.297,13,7.0,0.0,Documentary,The Blackwell Ghost Collection,2020
Vulgar,en,2002-04-26,3.296,42,5.4,120000.0,Crime,,2002
Grimm's Fairy Tales for Adults,de,1969-08-28,3.296,4,4.8,0.0,Comedy,,1969
Groom Lake,en,2002-09-21,3.295,11,4.0,750000.0,Science Fiction,,2002
Blood Games,en,1990-12-12,3.295,21,6.1,0.0,Action,,1990
For We Are Many,en,2019-08-26,3.295,3,4.7,0.0,Horror,,2019
The Roost,en,2005-03-12,3.294,25,5.2,0.0,Horror,,2005
The Dead Want Women,en,2012-05-01,3.293,17,3.3,0.0,Horror,,2012
Grave Secrets,en,1989-07-14,3.293,15,4.5,0.0,Horror,,1989
Abandoned Mine,en,2013-08-15,3.293,27,4.1,0.0,Adventure,,2013
American Conjuring,en,2016-06-21,3.293,33,4.2,0.0,Horror,,2016
While We Sleep,en,2021-10-01,3.292,8,4.8,0.0,Horror,,2021
Last Radio Call,en,2022-01-14,3.292,25,6.1,0.0,Mystery,,2022
Hellevator,ja,2004-02-28,3.291,46,5.6,0.0,Science Fiction,,2004
Torture Chamber,en,2013-10-10,3.291,14,3.5,200000.0,Horror,,2013
Blood Dolls,en,1999-08-31,3.289,25,4.9,0.0,Comedy,,1999
Pure,en,2019-09-06,3.289,39,5.5,0.0,TV Movie,,2019
Stalker,en,2010-10-17,3.288,19,4.9,3100000.0,Mystery,,2010
Werewolf Woman,it,1976-03-18,3.288,25,4.5,0.0,Horror,,1976
Make Me a Sandwich,en,2019-10-11,3.288,15,6.7,0.0,Comedy,,2019
Hide and Creep,en,2004-01-01,3.286,16,6.2,0.0,Comedy,,2004
Legion of the Dead,en,2013-06-13,3.285,13,4.9,500000.0,Thriller,,2013
Eat,en,2014-07-06,3.285,47,5.1,0.0,Drama,,2014
Jaula,es,2022-09-09,3.284,3,5.0,0.0,Thriller,,2022
Requiem for a Vampire,fr,1971-08-01,3.283,51,4.9,0.0,Horror,,1971
Puzzle,ja,2014-03-08,3.283,23,7.0,0.0,Thriller,,2014
The Maze,en,2010-10-19,3.282,20,4.3,200.0,Thriller,,2010
Devil Times Five,en,1974-05-31,3.282,38,5.2,0.0,Horror,,1974
Semen Demon,ja,2005-07-29,3.282,11,6.1,10000.0,Fantasy,,2005
The Scarehouse,en,2014-09-13,3.282,42,4.9,0.0,Thriller,,2014
I Like Bats,pl,1986-07-14,3.282,4,3.3,0.0,Horror,,1986
The Brotherhood of Satan,en,1971-08-06,3.281,26,6.0,0.0,Horror,,1971
Allegoria,en,2022-08-01,3.281,5,3.6,0.0,Horror,,2022
Mutants,en,2008-10-31,3.28,14,3.0,4000000.0,Action,,2008
A Record of Sweet Murder,ja,2014-09-06,3.28,14,6.9,0.0,Crime,,2014
Violence Voyager,ja,2018-04-18,3.28,7,6.2,0.0,Adventure,,2018
Follow,en,2015-09-26,3.277,13,4.8,0.0,Thriller,,2015
Varan,ja,1958-10-14,3.277,13,6.9,0.0,Science Fiction,,1958
The Pack,en,1977-11-20,3.276,12,6.9,0.0,Horror,,1977
The Dead Matter,en,2010-07-30,3.275,11,3.0,2000000.0,Horror,,2010
Tales from the Other Side,en,2022-06-07,3.275,4,3.5,500000.0,Horror,,2022
Singapore Sling,el,1990-12-06,3.274,48,6.8,0.0,Comedy,,1990
Heart of Midnight,en,1988-11-10,3.274,29,5.9,0.0,Drama,,1988
Dead in 3 days,de,2006-07-21,3.271,59,5.3,2000000.0,Thriller,In 3 Tagen bist du tot Filmreihe,2006
Cameron's Closet,en,1988-12-02,3.271,27,4.8,7000000.0,Horror,,1988
The Blazing World,en,2021-10-15,3.27,8,3.8,0.0,Adventure,,2021
Skinner,en,1993-10-01,3.268,24,4.4,0.0,Horror,,1993
The Batwoman,es,1968-03-28,3.268,23,5.9,0.0,Adventure,,1968
Buck Wild,en,2013-04-01,3.267,20,4.0,0.0,Comedy,,2013
Blacker Than the Night,es,1975-12-25,3.266,49,6.9,0.0,Drama,,1975
Flora,en,2017-04-27,3.266,21,4.2,0.0,Adventure,,2017
Zora la vampira,it,2000-09-22,3.265,55,5.7,0.0,Comedy,,2000
The Frankenstein Syndrome,en,2010-10-01,3.265,31,4.9,0.0,Science Fiction,,2010
Whispers in the Dark,en,1992-08-06,3.264,31,5.2,0.0,Mystery,,1992
The Devil's Business,en,2012-08-16,3.263,13,5.6,0.0,Horror,,2012
An American Terror,en,2013-05-10,3.262,14,3.8,200000.0,Drama,,2013
Attachment,da,2022-07-28,3.262,6,6.0,1130800.0,Romance,,2022
Nang Nak,th,1999-07-23,3.26,26,6.5,0.0,Drama,,1999
Million Dollar Crocodile,cn,2012-06-08,3.259,24,4.7,4700000.0,Crime,,2012
The Wake,en,2017-07-04,3.259,13,4.4,0.0,Horror,,2017
Incantation,en,2022-08-18,3.259,2,8.5,0.0,Thriller,,2022
Dungeon Girl,en,2008-07-08,3.258,11,3.0,0.0,Crime,,2008
Macumba Sexual,es,1983-10-20,3.258,13,4.8,0.0,Horror,,1983
Giant God Warrior Appears in Tokyo,ja,2012-07-10,3.257,26,6.4,0.0,Action,,2012
The Fear Chamber,en,2009-05-19,3.256,8,3.1,0.0,Thriller,,2009
The St. Francisville Experiment,en,2000-04-15,3.256,24,4.4,0.0,Thriller,,2000
Tales from the Crapper,en,2004-01-29,3.256,11,4.2,0.0,Comedy,,2004
Bitter Feast,en,2010-07-08,3.255,39,5.5,0.0,Thriller,,2010
Aberration,en,1997-09-11,3.254,17,4.6,0.0,Science Fiction,,1997
Room 213,sv,2017-02-24,3.254,11,5.8,0.0,Mystery,,2017
But Deliver Us from Evil,en,2017-04-27,3.254,12,5.7,0.0,Horror,,2017
Faces of Death II,en,1981-05-01,3.251,38,3.6,0.0,Documentary,Faces of Death Collection,1981
Afghan Knights,en,2007-01-01,3.251,8,4.8,0.0,Adventure,,2007
Captain Clegg,en,1962-06-13,3.249,49,6.3,0.0,Adventure,,1962
When the Screaming Starts,en,2021-08-28,3.249,4,5.0,0.0,Comedy,,2021
Bad Meat,en,2011-10-28,3.248,34,4.3,0.0,Comedy,,2011
Cruel Peter,en,2020-02-06,3.248,25,5.0,0.0,Horror,,2020
The Ghost of Yotsuya,ja,1959-07-01,3.246,37,6.8,0.0,Horror,,1959
Where the Dead Go to Die,en,2012-02-01,3.246,48,5.8,0.0,Animation,,2012
Andre the Butcher,en,2005-02-01,3.245,22,5.3,0.0,Comedy,,2005
The Chamber,en,2016-08-26,3.245,27,5.3,0.0,Thriller,,2016
Disciples,en,2014-09-12,3.244,9,4.1,0.0,Horror,,2014
Raiders of the Lost Shark,en,2015-05-19,3.244,32,3.3,0.0,Horror,,2015
They Wait,en,2007-09-06,3.243,53,5.4,0.0,Mystery,,2007
The Legend of Lucy Keyes,en,2006-02-03,3.243,19,5.4,0.0,Drama,,2006
Tokyo Zombie,ja,2005-12-10,3.242,30,5.5,0.0,Comedy,,2005
The Child Remains,en,2017-06-20,3.242,20,5.5,0.0,Mystery,,2017
Cornered!,en,2008-01-01,3.241,26,4.4,0.0,Comedy,,2008
Cool Air,en,1999-10-15,3.241,9,6.3,0.0,Drama,,1999
The Crypt Monster,it,2021-08-12,3.241,60,4.8,0.0,Comedy,,2021
Horror in the High Desert,en,2021-03-27,3.241,30,6.7,0.0,Thriller,,2021
Haunting of Winchester House,en,2009-09-29,3.24,18,4.3,0.0,Thriller,,2009
Alien: Harvest,en,2019-03-15,3.24,40,7.0,35000.0,Science Fiction,,2019
Candy Corn,en,2019-09-13,3.24,20,4.5,0.0,Horror,,2019
Silent Hill Restless Dreams,en,2021-10-31,3.24,1,1.0,0.0,Mystery,,2021
Rabies,he,2010-12-02,3.239,64,5.7,500000.0,Horror,,2010
Sky High,ja,2003-12-05,3.238,37,6.3,0.0,Action,,2003
How to Be a Serial Killer,en,2009-07-24,3.238,22,5.2,0.0,Comedy,,2009
The Deadly Bees,en,1966-12-23,3.238,25,4.3,0.0,Mystery,,1966
Mercy Christmas,en,2017-11-28,3.238,24,5.0,0.0,Action,,2017
A Banquet,en,2022-02-18,3.238,14,4.6,0.0,Horror,,2022
Dead Heist,en,2007-08-07,3.237,15,4.6,0.0,Action,,2007
The Wicked One,en,2017-04-23,3.237,6,3.3,0.0,Thriller,The Wicked One Collection,2017
Zombies Have Fallen,en,2017-04-01,3.236,3,2.0,0.0,Action,,2017
The Encounter,en,2015-06-02,3.235,21,3.8,0.0,Science Fiction,,2015
Fatal Illusion,en,2022-09-30,3.235,0,0.0,0.0,Thriller,,2022
The Fear,en,1995-01-20,3.234,27,3.6,0.0,Horror,Fear Collection,1995
Malignant,en,2013-10-04,3.234,13,4.4,2000000.0,Science Fiction,,2013
The Clown Murders,en,1976-09-17,3.232,1,3.0,0.0,Drama,,1976
Kandisha,fr,2022-03-24,3.232,10,6.2,3871707.0,Horror,,2022
616: Paranormal Incident,en,2013-02-12,3.231,26,4.5,0.0,Horror,,2013
An American Ghost Story,en,2012-10-01,3.231,29,4.4,10000.0,Horror,,2012
House Shark,en,2017-10-21,3.231,16,3.9,0.0,Comedy,,2017
The Werewolf Versus the Vampire Woman,es,1971-05-17,3.23,29,5.6,0.0,Horror,Daninsky Werewolf Collection,1971
Ghost House,ko,2004-09-17,3.23,13,6.7,0.0,Comedy,,2004
Splatter University,en,1984-07-13,3.229,39,4.4,0.0,Mystery,,1984
Seeding of a Ghost,cn,1983-12-29,3.229,20,6.0,0.0,Thriller,,1983
Color Me Blood Red,en,1965-10-13,3.228,39,4.8,50000.0,Comedy,,1965
Mexican Werewolf in Texas,en,2005-09-18,3.228,11,3.0,300000.0,Horror,,2005
Zone of the Dead,en,2009-02-22,3.227,44,4.3,1000000.0,Action,,2009
Curfew,en,1989-04-25,3.227,14,5.2,0.0,Thriller,,1989
"Halloween: Harvest of Souls, 1985",en,2013-04-16,3.227,2,7.5,0.0,Horror,,2013
8 Days to Hell,en,2022-02-12,3.227,1,3.0,0.0,Horror,,2022
The Inugamis,ja,1976-10-16,3.226,20,7.1,0.0,Mystery,Kosuke Kindaichi Collection,1976
American Guinea Pig: Bloodshock,en,2015-11-14,3.226,4,5.6,0.0,Horror,American Guinea Pig Collection,2015
Just Desserts: The Making of 'Creepshow',en,2007-10-22,3.226,10,6.3,0.0,Documentary,,2007
The People Who Own the Dark,es,1976-10-27,3.224,15,5.1,0.0,Science Fiction,,1976
The Terror Experiment,en,2010-01-01,3.224,25,4.6,0.0,Action,,2010
The Black Panther,en,1977-12-26,3.224,18,5.7,0.0,Crime,,1977
Symptoms,en,1974-05-10,3.224,43,6.2,0.0,Horror,,1974
Alien: Containment,en,2019-03-15,3.224,38,6.1,35000.0,Science Fiction,,2019
Infection,en,2005-09-05,3.223,12,4.4,35000.0,Horror,,2005
The 13th Friday,en,2017-01-10,3.223,10,4.2,0.0,Thriller,,2017
Lady Terminator,id,1989-06-10,3.222,34,5.1,0.0,Action,,1989
Dial M for Middlesbrough,en,2019-12-14,3.222,9,6.8,0.0,Comedy,Draper's Tours Collection,2019
Do You Like Hitchcock?,en,2005-03-19,3.221,47,5.1,0.0,Mystery,,2005
Time Walker,en,1982-11-01,3.221,24,4.1,750000.0,Science Fiction,,1982
Child's Play,en,1972-12-12,3.221,35,6.0,0.0,Drama,,1972
Psychopaths,en,2017-04-20,3.221,25,4.6,0.0,Horror,,2017
XXX Dark Web,it,2019-01-01,3.221,2,7.0,0.0,Horror,,2019
Brotherhood of Blood,en,2007-10-11,3.22,19,4.1,500000.0,Thriller,,2007
The Samurai,de,2014-02-08,3.22,45,5.5,0.0,Fantasy,,2014
Shon Shon,bn,2022-09-30,3.219,0,0.0,0.0,Horror,,2022
The Lost Treasure of the Grand Canyon,en,2008-12-20,3.218,20,3.7,0.0,Adventure,,2008
Dark Mountain,en,2013-10-27,3.217,19,4.9,0.0,Science Fiction,,2013
Silent Predators,fr,1999-06-13,3.216,19,4.7,0.0,Action,,1999
Everlasting Love,es,2014-10-04,3.215,17,4.2,0.0,Drama,,2014
Bite Marks,en,2011-06-17,3.214,19,3.7,0.0,Comedy,,2011
My Heart Can't Beat Unless You Tell It To,en,2020-10-13,3.214,34,6.2,0.0,Drama,,2020
Bloodsucking Pharaohs in Pittsburgh,en,1991-05-02,3.212,16,5.9,0.0,Comedy,,1991
We All Scream for Ice Cream,en,2007-01-12,3.212,42,4.8,0.0,TV Movie,,2007
Jekyll + Hyde,en,2006-05-05,3.209,15,4.7,0.0,Thriller,,2006
The Wind,en,1987-07-23,3.208,13,5.3,0.0,Thriller,,1987
Another Evil,en,2017-05-05,3.208,30,6.1,0.0,Comedy,,2017
The Last Matinee,es,2020-09-03,3.208,60,5.9,0.0,Horror,,2020
1313: Cougar Cult,en,2012-02-01,3.207,10,4.1,1000000.0,Thriller,1313 Collection,2012
Primal,en,2008-02-12,3.206,2,1.5,6.0,Horror,,2008
Kindred,en,2020-11-06,3.206,14,6.0,0.0,Drama,,2020
Terror Trips,en,2022-06-14,3.206,6,3.3,149000.0,Thriller,,2022
In a Dark Place,en,2006-07-21,3.205,41,4.0,5000000.0,Thriller,,2006
The Zodiac Killer,en,1971-04-07,3.205,15,5.1,0.0,Crime,,1971
One on Top of the Other,it,1969-08-15,3.204,59,6.7,0.0,Mystery,,1969
After School Massacre,en,2014-01-10,3.204,7,4.9,0.0,Horror,,2014
The Binding,en,2016-08-02,3.204,17,3.9,0.0,Drama,,2016
The Zero Boys,en,1986-01-01,3.203,22,4.8,0.0,Action,,1986
Beast Mode,en,2020-12-01,3.203,17,6.4,1000000.0,Comedy,,2020
Resident Evil: First Hour,en,2011-11-29,3.198,1,1.0,0.0,Horror,,2011
Fear,en,2021-04-26,3.198,12,6.2,0.0,Action,,2021
The Ferryman,en,2007-01-01,3.196,26,4.6,0.0,Fantasy,,2007
Nightmare Detective,ja,2007-01-13,3.196,53,5.7,0.0,Fantasy,Nightmare Detective Collection,2007
Killer Poop 2: Amityville Poo,en,2022-09-01,3.195,0,0.0,0.0,Comedy,Killer Poop Collection,2022
Maneater,en,2009-10-30,3.194,10,5.5,0.0,Horror,,2009
Curse Of The Forty-Niner,en,2002-10-01,3.194,16,4.8,0.0,Horror,,2002
The Killer Eye,en,1999-01-01,3.194,21,2.5,0.0,Comedy,The Killer Eye Collection,1999
Phobia,en,1980-09-09,3.194,11,5.0,0.0,Drama,,1980
Julie Darling,en,1983-03-01,3.194,19,6.9,2000000.0,Drama,,1983
Aquarium of the Dead,en,2021-05-21,3.194,42,6.2,0.0,Horror,Zoombies Collection,2021
Hellgate,en,1989-02-03,3.192,34,3.3,0.0,Comedy,,1989
Death Walks at Midnight,it,1972-11-17,3.192,42,6.1,0.0,Mystery,,1972
Monster of Frankenstein,ja,1981-07-27,3.191,8,5.5,0.0,Animation,,1981
I Am Toxic,es,2018-11-14,3.191,14,4.7,0.0,Drama,,2018
After Midnight,en,1989-11-03,3.19,37,5.4,3000000.0,Thriller,,1989
Land Shark,en,2017-06-27,3.19,11,5.9,0.0,Thriller,,2017
Amateur Porn Star Killer,en,2006-06-30,3.189,26,4.3,45.0,Crime,Amateur Porn Star Killer Collection,2006
Apparition,en,2015-06-14,3.188,16,3.7,3000000.0,Thriller,,2015
The Bride,en,2013-09-01,3.188,7,3.0,0.0,Thriller,,2013
Frankenstein: The True Story,en,1974-09-19,3.185,24,7.5,0.0,Drama,,1974
America's Most Haunted,en,2013-05-08,3.185,15,4.7,0.0,Comedy,,2013
Arbor Demon,en,2016-08-26,3.185,39,4.4,0.0,Drama,,2016
Love Camp 7,en,1969-10-04,3.184,21,4.0,0.0,Thriller,,1969
Berserk,en,1967-11-01,3.184,32,5.8,0.0,Crime,,1967
Woman Hunting Massacre Woods,ja,2012-02-03,3.184,0,0.0,0.0,Horror,,2012
Killer Eye: Halloween Haunt,en,2011-10-18,3.183,14,3.8,500000.0,Horror,The Killer Eye Collection,2011
The Appearing,en,2013-01-10,3.182,38,3.4,1000000.0,Mystery,,2013
Parasites,en,2016-07-30,3.182,17,4.3,0.0,Action,,2016
The Vengeance of Fu Manchu,en,1967-05-25,3.181,16,6.7,0.0,Crime,Fu Manchu (Christopher Lee) Collection,1967
House of the Disappeared,ko,2017-04-05,3.181,27,7.4,0.0,Fantasy,,2017
Stranded,fr,2010-07-08,3.18,32,5.1,0.0,Action,,2010
Mirror Mirror,en,1990-10-19,3.18,38,5.1,0.0,Horror,Mirror Mirror Collection,1990
Wicked Witches,en,2019-08-09,3.18,8,4.4,0.0,Horror,,2019
Dark Intruder,en,1965-07-25,3.179,15,6.0,0.0,Mystery,,1965
Mad God: Part 1,en,2014-01-14,3.179,5,6.0,125000.0,Animation,,2014
A Bloody Aria,ko,2006-05-31,3.178,23,5.8,0.0,Action,,2006
Cat Sick Blues,en,2016-09-15,3.177,57,5.9,0.0,Comedy,,2016
Crow Valley,en,2022-03-01,3.177,4,3.5,0.0,Thriller,,2022
Legend of the Bog,en,2009-06-23,3.175,14,2.8,1600000.0,Drama,,2009
Dark Silence,en,2016-10-14,3.174,22,3.7,250000.0,Horror,,2016
Collective: Unconscious,en,2016-03-13,3.172,9,6.2,0.0,Drama,,2016
The Slayer,en,1982-10-08,3.171,54,5.4,0.0,Horror,,1982
Skeeter,en,1993-10-01,3.171,8,4.1,0.0,Action,,1993
Bloody Murder 2: Closing Camp,en,2003-02-18,3.171,23,5.2,325000.0,Horror,Bloody Murder Collection,2003
Folded in Grey,en,2022-09-30,3.171,0,0.0,0.0,Drama,,2022
The Blackout Experiments,en,2016-05-21,3.17,16,4.4,1.0,Documentary,,2016
Snow Monster,zh,2019-09-11,3.17,3,4.0,0.0,Horror,,2019
